"schoolid","grade","math","female","minority","lowinc_cen"
3030,2,-0.211,1,1,20.9064868603043
3030,3,-0.192,1,1,20.9064868603043
2340,0,-0.974,1,1,15.9064868603043
2340,1,-0.988,1,1,15.9064868603043
2340,2,-0.522,1,1,15.9064868603043
2340,3,1.001,1,1,15.9064868603043
2340,4,1.047,1,1,15.9064868603043
2390,0,-1.538,0,1,22.2064868603043
2390,1,-1.12,0,1,22.2064868603043
2390,2,0.343,0,1,22.2064868603043
2390,3,0.691,0,1,22.2064868603043
2340,1,-0.351,1,1,15.9064868603043
2340,2,-0.928,1,1,15.9064868603043
2340,3,-0.192,1,1,15.9064868603043
2340,4,1.354,1,1,15.9064868603043
2340,0,-1.987,1,1,15.9064868603043
2340,1,-1.378,1,1,15.9064868603043
2340,2,-0.419,1,1,15.9064868603043
2340,3,0.292,1,1,15.9064868603043
2340,4,0.097,1,1,15.9064868603043
2340,0,-3.082,0,1,15.9064868603043
2340,1,-0.854,0,1,15.9064868603043
2340,2,-1.03,0,1,15.9064868603043
2340,3,-0.725,0,1,15.9064868603043
2340,4,-0.062,0,1,15.9064868603043
2340,0,-1.987,0,1,15.9064868603043
2340,1,-0.221,0,1,15.9064868603043
2340,2,0.716,0,1,15.9064868603043
2340,3,0.347,0,1,15.9064868603043
2340,4,1.199,0,1,15.9064868603043
2340,0,-3.068,1,1,15.9064868603043
2340,0,-2.899,1,1,15.9064868603043
2340,1,-1.004,1,1,15.9064868603043
2340,2,-2.335,1,1,15.9064868603043
2340,3,-0.759,1,1,15.9064868603043
2340,0,-2.558,0,1,15.9064868603043
2340,0,-1.898,0,1,15.9064868603043
2340,1,-1.121,0,1,15.9064868603043
2340,2,-1.424,0,1,15.9064868603043
2340,3,-1.229,0,1,15.9064868603043
2340,0,-2.657,1,1,15.9064868603043
2340,1,-1.882,1,1,15.9064868603043
2340,2,-1.132,1,1,15.9064868603043
2340,3,-0.67,1,1,15.9064868603043
2340,0,-0.942,0,1,15.9064868603043
2340,1,0.148,0,1,15.9064868603043
2340,2,0.716,0,1,15.9064868603043
2340,3,1.346,0,1,15.9064868603043
2340,4,2.164,0,1,15.9064868603043
2340,0,-4.055,0,1,15.9064868603043
2340,1,-2.657,0,1,15.9064868603043
2340,2,-1.132,0,1,15.9064868603043
2340,3,-0.403,0,1,15.9064868603043
2340,4,-0.702,0,1,15.9064868603043
2340,0,-4.055,0,1,15.9064868603043
2340,1,-3.082,0,1,15.9064868603043
2340,2,0.227,0,1,15.9064868603043
2340,3,-1.685,0,1,15.9064868603043
2340,4,-0.062,0,1,15.9064868603043
3440,0,-2.351,1,1,15.8064868603043
3440,1,-1.185,1,1,15.8064868603043
3440,2,0.343,1,1,15.8064868603043
3440,3,1.498,1,1,15.8064868603043
3440,4,1.568,1,1,15.8064868603043
2540,0,0.644,1,1,21.9064868603043
2540,1,3.512,1,1,21.9064868603043
2540,2,2.43,1,1,21.9064868603043
2540,3,2.376,1,1,21.9064868603043
2540,4,3.28,1,1,21.9064868603043
3440,0,-2.032,0,1,15.8064868603043
3440,1,-1.12,0,1,15.8064868603043
3440,2,-0.725,0,1,15.8064868603043
3440,3,-0.139,0,1,15.8064868603043
3950,0,-3.46,1,1,22.2064868603043
3950,0,-1.13,1,1,22.2064868603043
3950,1,-2.072,1,1,22.2064868603043
3950,2,-0.522,1,1,22.2064868603043
3950,3,-0.297,1,1,22.2064868603043
3950,4,1.25,1,1,22.2064868603043
3950,0,-2.732,1,1,22.2064868603043
3950,0,-0.365,1,1,22.2064868603043
3950,1,-0.785,1,1,22.2064868603043
3950,2,0.463,1,1,22.2064868603043
4280,1,-0.706,1,1,14.8064868603043
4280,2,-1.123,1,1,14.8064868603043
4280,3,-0.427,1,1,14.8064868603043
3950,0,-3.558,1,1,22.2064868603043
3950,0,-0.84,1,1,22.2064868603043
3950,1,-1.41,1,1,22.2064868603043
3950,2,-0.823,1,1,22.2064868603043
3950,0,-2.288,1,1,22.2064868603043
3950,1,-1.993,1,1,22.2064868603043
3950,2,-0.391,1,1,22.2064868603043
3950,0,-4.055,0,1,22.2064868603043
3950,0,-0.733,0,1,22.2064868603043
3950,1,-2.822,0,1,22.2064868603043
3950,2,-2.807,0,1,22.2064868603043
3950,2,-1.455,0,1,22.2064868603043
3950,0,-2.558,1,1,22.2064868603043
3950,0,-0.06,1,1,22.2064868603043
3950,1,-1.004,1,1,22.2064868603043
3950,2,0.076,1,1,22.2064868603043
3950,0,0.893,0,1,22.2064868603043
3950,1,-0.112,0,1,22.2064868603043
3950,2,0.343,0,1,22.2064868603043
3950,3,0.459,0,1,22.2064868603043
3950,4,2.3,0,1,22.2064868603043
3950,0,-1.218,0,1,22.2064868603043
3950,1,-1.054,0,1,22.2064868603043
3950,2,-0.316,0,1,22.2064868603043
3950,3,0.632,0,1,22.2064868603043
3950,4,2.3,0,1,22.2064868603043
3950,0,-2.778,1,1,22.2064868603043
3950,1,-2.265,1,1,22.2064868603043
3950,2,-0.316,1,1,22.2064868603043
3950,3,-0.779,1,1,22.2064868603043
3950,4,1.514,1,1,22.2064868603043
3950,0,-0.84,0,1,22.2064868603043
3950,1,-1.378,0,1,22.2064868603043
3950,1,-1.295,0,1,22.2064868603043
3950,2,-0.262,0,1,22.2064868603043
3950,3,-0.156,0,1,22.2064868603043
3950,0,-0.619,0,1,22.2064868603043
3950,1,-0.854,0,1,22.2064868603043
3950,2,-1.03,0,1,22.2064868603043
3950,3,0.237,0,1,22.2064868603043
3950,4,1.736,0,1,22.2064868603043
3950,0,-2.097,1,1,22.2064868603043
3950,1,-1.882,1,1,22.2064868603043
3950,2,-1.03,1,1,22.2064868603043
3950,3,-0.616,1,1,22.2064868603043
3610,0,-3.068,0,1,20.0064868603043
3610,1,-1.694,0,1,20.0064868603043
3610,2,-0.522,0,1,20.0064868603043
3950,0,0.329,1,1,22.2064868603043
3950,1,-0.854,1,1,22.2064868603043
3950,2,-0.522,1,1,22.2064868603043
3950,3,0.021,1,1,22.2064868603043
3950,4,1.098,1,1,22.2064868603043
3950,0,-2.596,0,1,22.2064868603043
3950,1,-0.221,0,1,22.2064868603043
3950,2,-1.665,0,1,22.2064868603043
3950,2,-0.943,0,1,22.2064868603043
3950,3,-0.537,0,1,22.2064868603043
3950,0,-2.596,0,1,22.2064868603043
3950,1,-1.314,0,1,22.2064868603043
3950,2,-0.522,0,1,22.2064868603043
3950,0,-2.162,0,1,22.2064868603043
3950,1,-0.273,0,1,22.2064868603043
3950,2,0.587,0,1,22.2064868603043
3950,3,1.001,0,1,22.2064868603043
3950,4,2.768,0,1,22.2064868603043
3950,0,-2.902,0,1,22.2064868603043
3950,0,-0.497,0,1,22.2064868603043
3950,1,-2.113,0,1,22.2064868603043
3950,2,-0.517,0,1,22.2064868603043
3950,3,0.007,0,1,22.2064868603043
3950,0,-1.689,1,1,22.2064868603043
3950,1,-2.33,1,1,22.2064868603043
3950,1,-1.352,1,1,22.2064868603043
3950,2,-1.183,1,1,22.2064868603043
3950,0,-2.474,0,1,22.2064868603043
3950,1,0.329,0,1,22.2064868603043
3950,2,-1.778,0,1,22.2064868603043
3950,2,-0.823,0,1,22.2064868603043
3170,0,-1.76,0,0,-36.0935131396957
3170,1,0.658,0,0,-36.0935131396957
3170,2,4.791,0,0,-36.0935131396957
3170,3,3.458,0,0,-36.0935131396957
3170,4,3.544,0,0,-36.0935131396957
3170,0,-0.619,1,0,-36.0935131396957
3170,1,-0.028,1,0,-36.0935131396957
3170,2,2.79,1,0,-36.0935131396957
3170,3,2.996,1,0,-36.0935131396957
3170,4,3.055,1,0,-36.0935131396957
3170,0,-0.84,1,0,-36.0935131396957
3170,1,-0.351,1,0,-36.0935131396957
3170,2,1.678,1,0,-36.0935131396957
3170,3,2.653,1,0,-36.0935131396957
3170,4,2.371,1,0,-36.0935131396957
3170,0,-1.689,1,0,-36.0935131396957
3170,1,0.241,1,0,-36.0935131396957
3170,2,2.14,1,0,-36.0935131396957
3170,3,3.775,1,0,-36.0935131396957
3170,4,3.699,1,0,-36.0935131396957
3170,0,-1.689,0,0,-36.0935131396957
3170,1,-0.351,0,0,-36.0935131396957
3170,2,1.894,0,0,-36.0935131396957
3170,0,-2.839,0,1,-36.0935131396957
3170,1,-0.785,0,1,-36.0935131396957
3170,1,-0.584,0,1,-36.0935131396957
3170,2,0.612,0,1,-36.0935131396957
3170,3,0.688,0,1,-36.0935131396957
3170,0,-1.76,0,0,-36.0935131396957
3170,1,0.241,0,0,-36.0935131396957
3170,2,2.14,0,0,-36.0935131396957
3020,2,0.587,0,1,-28.9935131396957
3020,3,0.811,0,1,-28.9935131396957
3020,4,1.973,0,1,-28.9935131396957
3510,1,0.058,1,0,-59.0935131396957
3510,2,2.14,1,0,-59.0935131396957
3510,3,1.578,1,0,-59.0935131396957
2820,1,-0.351,0,0,-77.7935131396957
2820,2,0.852,0,0,-77.7935131396957
2820,3,2.034,0,0,-77.7935131396957
2820,4,3.055,0,0,-77.7935131396957
3440,0,-2.162,0,1,15.8064868603043
3440,1,-1.185,0,1,15.8064868603043
3440,2,-0.419,0,1,15.8064868603043
3440,3,-0.244,0,1,15.8064868603043
3440,0,-2.413,0,1,15.8064868603043
3440,1,-1.946,0,1,15.8064868603043
3440,2,-1.446,0,1,15.8064868603043
3440,0,-2.596,0,1,15.8064868603043
3440,1,-1.819,0,1,15.8064868603043
3440,2,-0.928,0,1,15.8064868603043
3440,3,0.691,0,1,15.8064868603043
4280,0,-2.188,0,1,14.8064868603043
4280,1,-1.757,0,1,14.8064868603043
4280,2,-2.406,0,1,14.8064868603043
4280,3,-1.42,0,1,14.8064868603043
4280,4,-0.975,0,1,14.8064868603043
3170,1,-1.568,0,1,-36.0935131396957
3170,2,0.114,0,1,-36.0935131396957
3170,2,0.449,0,1,-36.0935131396957
3170,3,1.508,0,1,-36.0935131396957
4010,0,-1.384,0,1,-48.1935131396957
4010,1,-0.194,0,1,-48.1935131396957
4010,2,0.463,0,1,-48.1935131396957
4010,3,1.839,0,1,-48.1935131396957
4010,4,1.973,0,1,-48.1935131396957
4010,0,-1.898,1,0,-48.1935131396957
4010,1,-1.441,1,0,-48.1935131396957
4010,2,-1.778,1,0,-48.1935131396957
2880,2,-1.446,1,1,-2.69351313969571
2880,2,-1.243,1,1,-2.69351313969571
2880,3,-0.592,1,1,-2.69351313969571
3450,0,-0.974,1,1,-2.0935131396957
3450,1,-0.921,1,1,-2.0935131396957
3450,2,-0.419,1,1,-2.0935131396957
3510,0,-0.619,0,0,-59.0935131396957
3510,1,-0.273,0,0,-59.0935131396957
3510,2,1.485,0,0,-59.0935131396957
3510,3,0.632,0,0,-59.0935131396957
3510,0,-2.535,0,1,-59.0935131396957
3510,1,-1.378,0,1,-59.0935131396957
3510,2,-1.132,0,1,-59.0935131396957
3510,3,-0.509,0,1,-59.0935131396957
3510,4,0.749,0,1,-59.0935131396957
3510,0,-1.464,1,0,-59.0935131396957
3510,1,0.338,1,0,-59.0935131396957
3510,2,0.587,1,0,-59.0935131396957
3510,3,1.661,1,0,-59.0935131396957
3510,4,1.623,1,0,-59.0935131396957
3510,0,-0.221,1,0,-59.0935131396957
3510,1,1.548,1,0,-59.0935131396957
3510,2,1.146,1,0,-59.0935131396957
3510,3,1.134,1,0,-59.0935131396957
3510,4,1.407,1,0,-59.0935131396957
3510,0,-2.732,0,0,-59.0935131396957
3510,1,-1.12,0,0,-59.0935131396957
3510,2,0.463,0,0,-59.0935131396957
3510,3,0.632,0,0,-59.0935131396957
3510,4,1.623,0,0,-59.0935131396957
3510,0,-1.987,0,0,-59.0935131396957
3510,1,-0.645,0,0,-59.0935131396957
3510,2,0.227,0,0,-59.0935131396957
3510,0,0.12,0,0,-59.0935131396957
3510,1,1.36,0,0,-59.0935131396957
3510,2,3.273,0,0,-59.0935131396957
3510,3,3.458,0,0,-59.0935131396957
3510,4,3.163,0,0,-59.0935131396957
3610,1,-0.84,0,1,20.0064868603043
3610,2,0.114,0,1,20.0064868603043
3610,3,1.134,0,1,20.0064868603043
3610,4,1.25,0,1,20.0064868603043
3140,0,-2.097,0,0,-51.0935131396957
3140,1,-0.351,0,0,-51.0935131396957
3140,2,0.995,0,0,-51.0935131396957
3140,3,0.936,0,0,-51.0935131396957
3140,4,2.231,0,0,-51.0935131396957
3360,0,-2.377,1,1,22.2064868603043
3360,1,-1.464,1,1,22.2064868603043
3360,2,-1.34,1,1,22.2064868603043
3360,3,-0.403,1,1,22.2064868603043
3360,4,0.148,1,1,22.2064868603043
3360,0,-3.068,1,1,22.2064868603043
3360,0,-1.538,1,1,22.2064868603043
3360,1,-1.757,1,1,22.2064868603043
3360,2,-2.27,1,1,22.2064868603043
3360,3,-1.484,1,1,22.2064868603043
2180,2,-0.623,1,1,18.8064868603043
2180,3,0.516,1,1,18.8064868603043
2180,4,0.551,1,1,18.8064868603043
3280,2,0.114,0,1,-60.5935131396957
3280,3,0.691,0,1,-60.5935131396957
3280,4,1.568,0,1,-60.5935131396957
3610,1,-2.36,0,1,20.0064868603043
3610,1,-2.001,0,1,20.0064868603043
3610,2,-1.651,0,1,20.0064868603043
3240,1,-2.113,0,1,22.2064868603043
3240,2,-0.762,0,1,22.2064868603043
3240,3,0.062,0,1,22.2064868603043
3510,2,-0.522,1,1,-59.0935131396957
3510,3,-0.509,1,1,-59.0935131396957
3510,4,-0.116,1,1,-59.0935131396957
3610,0,-2.902,0,1,20.0064868603043
3610,1,-0.942,0,1,20.0064868603043
3610,2,-1.555,0,1,20.0064868603043
3610,3,0.074,0,1,20.0064868603043
3610,4,1.148,0,1,20.0064868603043
2340,1,-0.988,1,1,15.9064868603043
2340,2,-0.826,1,1,15.9064868603043
2340,3,-0.403,1,1,15.9064868603043
2340,4,-0.225,1,1,15.9064868603043
3130,2,-1.555,1,1,20.3064868603043
3130,3,0.182,1,1,20.3064868603043
3130,4,0.402,1,1,20.3064868603043
3130,2,-1.894,1,1,20.3064868603043
3130,3,-0.834,1,1,20.3064868603043
3130,4,0.601,1,1,20.3064868603043
3030,0,-0.974,0,1,20.9064868603043
3030,1,-1.303,0,1,20.9064868603043
3030,2,-0.725,0,1,20.9064868603043
3030,0,-1.966,1,1,20.9064868603043
3030,1,-1.218,1,1,20.9064868603043
3030,2,-0.725,1,1,20.9064868603043
3030,0,-1.276,0,1,20.9064868603043
3030,1,-0.501,0,1,20.9064868603043
3030,2,-0.522,0,1,20.9064868603043
3030,0,0.12,1,1,20.9064868603043
3030,1,0.148,1,1,20.9064868603043
3030,2,1.485,1,1,20.9064868603043
3030,3,1.001,1,1,20.9064868603043
3030,4,2.099,1,1,20.9064868603043
3030,0,0.12,0,1,20.9064868603043
3030,1,-0.194,0,1,20.9064868603043
3030,2,0.716,0,1,20.9064868603043
3030,3,1.273,0,1,20.9064868603043
3030,4,2.3,0,1,20.9064868603043
3030,0,-2.558,0,1,20.9064868603043
3030,1,-0.574,0,1,20.9064868603043
3030,2,-0.623,0,1,20.9064868603043
3030,3,-1.357,0,1,20.9064868603043
3030,4,0.452,0,1,20.9064868603043
2560,0,-0.497,1,1,16.5064868603043
2560,1,0.058,1,1,16.5064868603043
2560,2,1.309,1,1,16.5064868603043
2560,3,1.001,1,1,16.5064868603043
2560,4,1.148,1,1,16.5064868603043
2560,0,-1.987,0,1,16.5064868603043
2560,1,-0.574,0,1,16.5064868603043
2560,2,-1.03,0,1,16.5064868603043
2560,3,-0.616,0,1,16.5064868603043
2560,0,-0.974,0,1,16.5064868603043
2560,1,-2.009,0,1,16.5064868603043
2560,2,-1.446,0,1,16.5064868603043
2560,3,-1.357,0,1,16.5064868603043
2560,4,-0.702,0,1,16.5064868603043
3890,0,-1.772,1,1,21.8064868603043
3890,1,-0.351,1,1,21.8064868603043
3890,2,-0.419,1,1,21.8064868603043
3890,3,-0.403,1,1,21.8064868603043
2560,0,-2.732,0,1,16.5064868603043
2560,0,-2.097,0,1,16.5064868603043
2560,1,-0.827,0,1,16.5064868603043
2560,2,-1.063,0,1,16.5064868603043
2560,0,0.644,0,1,16.5064868603043
2560,1,-2.2,0,1,16.5064868603043
2560,2,-1.555,0,1,16.5064868603043
2560,3,-1.484,0,1,16.5064868603043
2560,4,-0.455,0,1,16.5064868603043
2560,0,-1.276,1,1,16.5064868603043
2560,1,-2.461,1,1,16.5064868603043
2560,2,-1.665,1,1,16.5064868603043
2560,0,-0.126,0,1,16.5064868603043
2560,1,-1.054,0,1,16.5064868603043
2560,2,-2.406,0,1,16.5064868603043
2560,3,-0.834,0,1,16.5064868603043
2560,0,-3.232,1,1,16.5064868603043
2560,0,-1.464,1,1,16.5064868603043
2560,1,-1.819,1,1,16.5064868603043
2560,2,-1.446,1,1,16.5064868603043
2560,3,-0.725,1,1,16.5064868603043
2560,4,0.551,1,1,16.5064868603043
2560,0,-1.384,0,1,16.5064868603043
2560,1,0.148,0,1,16.5064868603043
2560,2,0.587,0,1,16.5064868603043
2560,3,0.751,0,1,16.5064868603043
2560,4,1.794,0,1,16.5064868603043
2560,0,1.375,1,1,16.5064868603043
2560,1,-2.265,1,1,16.5064868603043
2560,2,-1.34,1,1,16.5064868603043
2560,2,-0.943,1,1,16.5064868603043
2560,3,-0.537,1,1,16.5064868603043
2560,0,-1.83,0,1,16.5064868603043
2560,1,-0.716,0,1,16.5064868603043
2560,2,-0.316,0,1,16.5064868603043
2560,3,0.021,0,1,16.5064868603043
2560,4,0.848,0,1,16.5064868603043
2560,0,-2.162,0,1,16.5064868603043
2560,1,-0.716,0,1,16.5064868603043
2560,2,-0.419,0,1,16.5064868603043
2560,3,0.237,0,1,16.5064868603043
2560,4,1.25,0,1,16.5064868603043
2560,0,-1.966,0,1,16.5064868603043
2560,1,-1.505,0,1,16.5064868603043
2560,2,-0.316,0,1,16.5064868603043
2560,3,-0.509,0,1,16.5064868603043
2560,4,0.301,0,1,16.5064868603043
2560,0,-2.657,0,1,16.5064868603043
2560,1,-2.528,0,1,16.5064868603043
2560,2,-1.555,0,1,16.5064868603043
2560,3,-0.509,0,1,16.5064868603043
2560,4,0.402,0,1,16.5064868603043
2560,0,-1.966,0,1,16.5064868603043
2560,1,-0.501,0,1,16.5064868603043
2560,2,0.343,0,1,16.5064868603043
2560,3,-0.403,0,1,16.5064868603043
2560,4,0.897,0,1,16.5064868603043
2560,0,-0.365,0,1,16.5064868603043
2560,1,0.905,0,1,16.5064868603043
2560,2,2.14,0,1,16.5064868603043
2560,3,1.273,0,1,16.5064868603043
2560,4,1.568,0,1,16.5064868603043
2560,0,-1.689,1,1,16.5064868603043
2560,1,0.058,1,1,16.5064868603043
2560,2,0.716,1,1,16.5064868603043
2560,0,-1.303,0,1,16.5064868603043
2560,1,-0.028,0,1,16.5064868603043
2560,2,-1.03,0,1,16.5064868603043
2560,3,-0.35,0,1,16.5064868603043
2560,4,0.2,0,1,16.5064868603043
3610,2,-2.14,1,1,20.0064868603043
3610,3,-1.176,1,1,20.0064868603043
3610,4,0.097,1,1,20.0064868603043
2040,0,-2.188,1,1,5.30648686030429
2040,0,-1.541,1,1,5.30648686030429
2040,1,-0.351,1,1,5.30648686030429
2040,2,1.309,1,1,5.30648686030429
2040,3,1.421,1,1,5.30648686030429
